invoice_id,client_id,country,issue_date,due_date,amount_usd,paid_date,status
INV-CO-B2B-002-2024-04,CO-B2B-002,Colombia,2024-04-05,2024-05-20,2102948.29,2024-05-20,paid
INV-CO-B2B-002-2024-05,CO-B2B-002,Colombia,2024-05-05,2024-06-19,2120695.72,2024-06-20,paid
INV-CO-B2B-002-2024-06,CO-B2B-002,Colombia,2024-06-05,2024-07-20,2091345.37,2024-07-28,paid
INV-CO-B2B-002-2024-07,CO-B2B-002,Colombia,2024-07-05,2024-08-19,2152115.3,2024-08-22,paid
INV-CO-B2B-002-2024-08,CO-B2B-002,Colombia,2024-08-05,2024-09-19,2176209.4,2024-10-01,paid
INV-CO-B2B-002-2024-09,CO-B2B-002,Colombia,2024-09-05,2024-10-20,2201324.82,2024-10-29,paid
INV-CO-B2B-002-2024-10,CO-B2B-002,Colombia,2024-10-05,2024-11-19,2203614.11,2024-11-19,paid
INV-CO-B2B-002-2024-11,CO-B2B-002,Colombia,2024-11-05,2024-12-20,2136072.72,2024-12-22,paid
INV-CO-B2B-002-2024-12,CO-B2B-002,Colombia,2024-12-05,2025-01-19,2160216.6,2025-01-22,paid
INV-CO-B2B-002-2025-01,CO-B2B-002,Colombia,2025-01-05,2025-02-19,2153291.71,2025-03-06,paid
INV-CO-B2B-002-2025-02,CO-B2B-002,Colombia,2025-02-05,2025-03-22,2158521.16,2025-03-30,paid
INV-CO-B2B-002-2025-03,CO-B2B-002,Colombia,2025-03-05,2025-04-19,2161212.12,2025-04-25,paid
INV-CO-B2B-002-2025-04,CO-B2B-002,Colombia,2025-04-05,2025-05-20,2176965.27,2025-05-28,paid
INV-CO-B2B-002-2025-05,CO-B2B-002,Colombia,2025-05-05,2025-06-19,2233599.76,2025-07-03,paid
INV-CO-B2B-002-2025-06,CO-B2B-002,Colombia,2025-06-05,2025-07-20,2201188.98,2025-07-29,paid
INV-CO-B2B-002-2025-07,CO-B2B-002,Colombia,2025-07-05,2025-08-19,2143167.44,2025-08-25,paid
INV-CO-B2B-002-2025-08,CO-B2B-002,Colombia,2025-08-05,2025-09-19,2240288.85,2025-09-29,paid
INV-CO-B2B-002-2025-09,CO-B2B-002,Colombia,2025-09-05,2025-10-20,2213396.23,2025-10-30,paid
INV-CO-B2B-002-2025-10,CO-B2B-002,Colombia,2025-10-05,2025-11-19,2231352.97,2025-12-01,paid
INV-CO-B2B-002-2025-11,CO-B2B-002,Colombia,2025-11-05,2025-12-20,2227938.77,2025-12-24,paid
INV-CO-B2B-002-2025-12,CO-B2B-002,Colombia,2025-12-05,2026-01-19,2235585.95,2026-01-19,paid
INV-CO-B2B-002-2026-01,CO-B2B-002,Colombia,2026-01-05,2026-02-19,2243284.61,2026-02-19,paid
INV-CO-B2B-002-2026-02,CO-B2B-002,Colombia,2026-02-05,2026-03-22,2156121.55,2026-03-30,paid
INV-CO-B2B-002-2026-03,CO-B2B-002,Colombia,2026-03-05,2026-04-19,2258786.6,2026-04-19,paid
INV-CO-B2B-002-2026-04,CO-B2B-002,Colombia,2026-04-05,2026-05-20,2211192.62,2026-06-02,paid
INV-CO-B2B-002-2026-05,CO-B2B-002,Colombia,2026-05-05,2026-06-19,2226855.14,2026-07-06,open
INV-CO-B2B-002-2026-06,CO-B2B-002,Colombia,2026-06-05,2026-07-20,2254051.86,2026-07-28,open
INV-CO-B2B-003-2024-01,CO-B2B-003,Colombia,2024-01-05,2024-03-05,1615776.47,2024-03-12,paid
INV-CO-B2B-003-2024-02,CO-B2B-003,Colombia,2024-02-05,2024-04-05,1537147.06,2024-04-10,paid
INV-CO-B2B-003-2024-03,CO-B2B-003,Colombia,2024-03-05,2024-05-04,1571074.35,2024-05-04,paid
INV-CO-B2B-003-2024-04,CO-B2B-003,Colombia,2024-04-05,2024-06-04,1568080.31,2024-06-06,paid
INV-CO-B2B-003-2024-05,CO-B2B-003,Colombia,2024-05-05,2024-07-04,1609547.06,2024-07-10,paid
INV-CO-B2B-003-2024-06,CO-B2B-003,Colombia,2024-06-05,2024-08-04,1575080.88,2024-08-09,paid
INV-CO-B2B-003-2024-07,CO-B2B-003,Colombia,2024-07-05,2024-09-03,1595076.76,2024-09-12,paid
INV-CO-B2B-003-2024-08,CO-B2B-003,Colombia,2024-08-05,2024-10-04,1560430.98,2024-10-05,paid
INV-CO-B2B-003-2024-09,CO-B2B-003,Colombia,2024-09-05,2024-11-04,1631576.56,2024-11-08,paid
INV-CO-B2B-003-2024-10,CO-B2B-003,Colombia,2024-10-05,2024-12-04,1555214.09,2024-12-12,paid
INV-CO-B2B-003-2024-11,CO-B2B-003,Colombia,2024-11-05,2025-01-04,1618847.27,2025-01-04,paid
INV-CO-B2B-003-2024-12,CO-B2B-003,Colombia,2024-12-05,2025-02-03,1615320.6,2025-02-13,paid
INV-CO-B2B-003-2025-01,CO-B2B-003,Colombia,2025-01-05,2025-03-06,1624058.77,2025-03-15,paid
INV-CO-B2B-003-2025-02,CO-B2B-003,Colombia,2025-02-05,2025-04-06,1571219.7,2025-04-14,paid
INV-CO-B2B-003-2025-03,CO-B2B-003,Colombia,2025-03-05,2025-05-04,1610238.11,2025-05-08,paid
INV-CO-B2B-003-2025-04,CO-B2B-003,Colombia,2025-04-05,2025-06-04,1652587.85,2025-06-17,paid
INV-CO-B2B-003-2025-05,CO-B2B-003,Colombia,2025-05-05,2025-07-04,1687613.87,2025-07-17,paid
INV-CO-B2B-003-2025-06,CO-B2B-003,Colombia,2025-06-05,2025-08-04,1628615.74,2025-08-12,paid
INV-CO-B2B-003-2025-07,CO-B2B-003,Colombia,2025-07-05,2025-09-03,1661562.52,2025-09-10,paid
INV-CO-B2B-003-2025-08,CO-B2B-003,Colombia,2025-08-05,2025-10-04,1644660.77,2025-10-14,paid
INV-CO-B2B-003-2025-09,CO-B2B-003,Colombia,2025-09-05,2025-11-04,1642517.44,2025-11-06,paid
INV-CO-B2B-003-2025-10,CO-B2B-003,Colombia,2025-10-05,2025-12-04,1634967.88,2025-12-13,paid
INV-CO-B2B-003-2025-11,CO-B2B-003,Colombia,2025-11-05,2026-01-04,1652797.6,2026-01-12,paid
INV-CO-B2B-003-2025-12,CO-B2B-003,Colombia,2025-12-05,2026-02-03,1679184.01,2026-02-07,paid
INV-CO-B2B-003-2026-01,CO-B2B-003,Colombia,2026-01-05,2026-03-06,1686285.57,2026-03-14,paid
INV-CO-B2B-003-2026-02,CO-B2B-003,Colombia,2026-02-05,2026-04-06,1624506.18,2026-04-19,paid
INV-CO-B2B-003-2026-03,CO-B2B-003,Colombia,2026-03-05,2026-05-04,1652653.42,2026-05-04,paid
INV-CO-B2B-003-2026-04,CO-B2B-003,Colombia,2026-04-05,2026-06-04,1638847.14,2026-06-05,paid
INV-CO-B2B-003-2026-05,CO-B2B-003,Colombia,2026-05-05,2026-07-04,1679396.07,2026-07-09,open
INV-CO-B2B-003-2026-06,CO-B2B-003,Colombia,2026-06-05,2026-08-04,1670546.84,2026-08-13,open
INV-CO-B2B-004-2024-01,CO-B2B-004,Colombia,2024-01-05,2024-02-04,1263221.78,2024-02-12,paid
INV-CO-B2B-004-2024-02,CO-B2B-004,Colombia,2024-02-05,2024-03-06,1268152.82,2024-03-15,paid
INV-CO-B2B-004-2024-03,CO-B2B-004,Colombia,2024-03-05,2024-04-04,1208890.04,2024-04-08,paid
INV-CO-B2B-004-2024-04,CO-B2B-004,Colombia,2024-04-05,2024-05-05,1210162.15,2024-05-11,paid
INV-CO-B2B-004-2024-05,CO-B2B-004,Colombia,2024-05-05,2024-06-04,1267140.49,2024-06-15,paid
INV-CO-B2B-004-2024-06,CO-B2B-004,Colombia,2024-06-05,2024-07-05,1300963.32,2024-07-12,paid
INV-CO-B2B-004-2024-07,CO-B2B-004,Colombia,2024-07-05,2024-08-04,1260920.46,2024-08-12,paid
INV-CO-B2B-004-2024-08,CO-B2B-004,Colombia,2024-08-05,2024-09-04,1263376.28,2024-09-10,paid
INV-CO-B2B-004-2024-09,CO-B2B-004,Colombia,2024-09-05,2024-10-05,1305473.34,2024-10-08,paid
INV-CO-B2B-004-2024-10,CO-B2B-004,Colombia,2024-10-05,2024-11-04,1304022.1,2024-11-13,paid
INV-CO-B2B-004-2024-11,CO-B2B-004,Colombia,2024-11-05,2024-12-05,1262054.42,2024-12-16,paid
INV-CO-B2B-004-2024-12,CO-B2B-004,Colombia,2024-12-05,2025-01-04,1307745.85,2025-01-11,paid
INV-CO-B2B-004-2025-01,CO-B2B-004,Colombia,2025-01-05,2025-02-04,1273264.42,2025-02-06,paid
INV-CO-B2B-004-2025-02,CO-B2B-004,Colombia,2025-02-05,2025-03-07,1282195.84,2025-03-16,paid
INV-CO-B2B-004-2025-03,CO-B2B-004,Colombia,2025-03-05,2025-04-04,1274701.12,2025-04-12,paid
INV-CO-B2B-004-2025-04,CO-B2B-004,Colombia,2025-04-05,2025-05-05,1270595.91,2025-05-10,paid
INV-CO-B2B-004-2025-05,CO-B2B-004,Colombia,2025-05-05,2025-06-04,1308669.48,2025-06-22,paid
INV-CO-B2B-004-2025-06,CO-B2B-004,Colombia,2025-06-05,2025-07-05,1273499.43,2025-07-18,paid
INV-CO-B2B-004-2025-07,CO-B2B-004,Colombia,2025-07-05,2025-08-04,1316278.73,2025-08-12,paid
INV-CO-B2B-004-2025-08,CO-B2B-004,Colombia,2025-08-05,2025-09-04,1318738.5,2025-09-12,paid
INV-CO-B2B-004-2025-09,CO-B2B-004,Colombia,2025-09-05,2025-10-05,1314862.14,2025-10-18,paid
INV-CO-B2B-004-2025-10,CO-B2B-004,Colombia,2025-10-05,2025-11-04,1310191.07,2025-11-16,paid
INV-CO-B2B-004-2025-11,CO-B2B-004,Colombia,2025-11-05,2025-12-05,1308539.91,2025-12-11,paid
INV-CO-B2B-004-2025-12,CO-B2B-004,Colombia,2025-12-05,2026-01-04,1300640.6,2026-01-12,paid
INV-CO-B2B-004-2026-01,CO-B2B-004,Colombia,2026-01-05,2026-02-04,1371212.74,2026-02-10,paid
INV-CO-B2B-004-2026-02,CO-B2B-004,Colombia,2026-02-05,2026-03-07,1330230.47,2026-03-07,paid
INV-CO-B2B-004-2026-03,CO-B2B-004,Colombia,2026-03-05,2026-04-04,1332691.99,2026-04-04,paid
INV-CO-B2B-004-2026-04,CO-B2B-004,Colombia,2026-04-05,2026-05-05,1317882.29,2026-05-12,paid
INV-CO-B2B-004-2026-05,CO-B2B-004,Colombia,2026-05-05,2026-06-04,1381487.52,2026-06-24,paid
INV-CO-B2B-004-2026-06,CO-B2B-004,Colombia,2026-06-05,2026-07-05,1333151.57,2026-07-18,open
INV-CO-B2B-005-2024-01,CO-B2B-005,Colombia,2024-01-05,2024-02-19,1056227.61,2024-02-24,paid
INV-CO-B2B-005-2024-02,CO-B2B-005,Colombia,2024-02-05,2024-03-21,1062874.92,2024-03-27,paid
INV-CO-B2B-005-2024-03,CO-B2B-005,Colombia,2024-03-05,2024-04-19,1058687.92,2024-04-23,paid
INV-CO-B2B-005-2024-04,CO-B2B-005,Colombia,2024-04-05,2024-05-20,1029792.27,2024-05-20,paid
INV-CO-B2B-005-2024-05,CO-B2B-005,Colombia,2024-05-05,2024-06-19,1075602.61,2024-06-24,paid
INV-CO-B2B-005-2024-06,CO-B2B-005,Colombia,2024-06-05,2024-07-20,1051682.51,2024-07-26,paid
INV-CO-B2B-005-2024-07,CO-B2B-005,Colombia,2024-07-05,2024-08-19,1084054.93,2024-08-26,paid
INV-CO-B2B-005-2024-08,CO-B2B-005,Colombia,2024-08-05,2024-09-19,1055680.64,2024-10-01,paid
INV-CO-B2B-005-2024-09,CO-B2B-005,Colombia,2024-09-05,2024-10-20,1106705.3,2024-10-28,paid
INV-CO-B2B-005-2024-10,CO-B2B-005,Colombia,2024-10-05,2024-11-19,1096116.9,2024-12-01,paid
INV-CO-B2B-005-2024-11,CO-B2B-005,Colombia,2024-11-05,2024-12-20,1102300.59,2024-12-29,paid
INV-CO-B2B-005-2024-12,CO-B2B-005,Colombia,2024-12-05,2025-01-19,1093366.29,2025-01-28,paid
INV-CO-B2B-005-2025-01,CO-B2B-005,Colombia,2025-01-05,2025-02-19,1059550.18,2025-03-01,paid
INV-CO-B2B-005-2025-02,CO-B2B-005,Colombia,2025-02-05,2025-03-22,1056722.16,2025-03-24,paid
INV-CO-B2B-005-2025-03,CO-B2B-005,Colombia,2025-03-05,2025-04-19,1117234.32,2025-04-29,paid
INV-CO-B2B-005-2025-04,CO-B2B-005,Colombia,2025-04-05,2025-05-20,1124152.95,2025-05-25,paid
INV-CO-B2B-005-2025-05,CO-B2B-005,Colombia,2025-05-05,2025-06-19,1069010.83,2025-06-24,paid
INV-CO-B2B-005-2025-06,CO-B2B-005,Colombia,2025-06-05,2025-07-20,1098907.21,2025-07-26,paid
INV-CO-B2B-005-2025-07,CO-B2B-005,Colombia,2025-07-05,2025-08-19,1124621.02,2025-08-23,paid
INV-CO-B2B-005-2025-08,CO-B2B-005,Colombia,2025-08-05,2025-09-19,1109944.56,2025-09-20,paid
INV-CO-B2B-005-2025-09,CO-B2B-005,Colombia,2025-09-05,2025-10-20,1114908.79,2025-10-26,paid
INV-CO-B2B-005-2025-10,CO-B2B-005,Colombia,2025-10-05,2025-11-19,1091187.85,2025-11-24,paid
INV-CO-B2B-005-2025-11,CO-B2B-005,Colombia,2025-11-05,2025-12-20,1106361.28,2025-12-25,paid
INV-CO-B2B-005-2025-12,CO-B2B-005,Colombia,2025-12-05,2026-01-19,1153364.96,2026-01-25,paid
INV-CO-B2B-005-2026-01,CO-B2B-005,Colombia,2026-01-05,2026-02-19,1110572.73,2026-02-19,paid
INV-CO-B2B-005-2026-02,CO-B2B-005,Colombia,2026-02-05,2026-03-22,1098962.45,2026-03-27,paid
INV-CO-B2B-005-2026-03,CO-B2B-005,Colombia,2026-03-05,2026-04-19,1106310.37,2026-05-02,paid
INV-CO-B2B-005-2026-04,CO-B2B-005,Colombia,2026-04-05,2026-05-20,1120691.23,2026-06-01,paid
INV-CO-B2B-005-2026-05,CO-B2B-005,Colombia,2026-05-05,2026-06-19,1128597.14,2026-06-25,paid
INV-CO-B2B-005-2026-06,CO-B2B-005,Colombia,2026-06-05,2026-07-20,1128018.16,2026-07-26,open
INV-CO-B2B-006-2024-01,CO-B2B-006,Colombia,2024-01-05,2024-03-05,938316.29,2024-03-05,paid
INV-CO-B2B-006-2024-02,CO-B2B-006,Colombia,2024-02-05,2024-04-05,873210.94,2024-04-08,paid
INV-CO-B2B-006-2024-03,CO-B2B-006,Colombia,2024-03-05,2024-05-04,911412.42,2024-05-13,paid
INV-CO-B2B-006-2024-04,CO-B2B-006,Colombia,2024-04-05,2024-06-04,922109.12,2024-06-08,paid
INV-CO-B2B-006-2024-05,CO-B2B-006,Colombia,2024-05-05,2024-07-04,934563.51,2024-07-15,paid
INV-CO-B2B-006-2024-06,CO-B2B-006,Colombia,2024-06-05,2024-08-04,921383.87,2024-08-15,paid
INV-CO-B2B-006-2024-07,CO-B2B-006,Colombia,2024-07-05,2024-09-03,925325.32,2024-09-06,paid
INV-CO-B2B-006-2024-08,CO-B2B-006,Colombia,2024-08-05,2024-10-04,935560.38,2024-10-11,paid
INV-CO-B2B-006-2024-09,CO-B2B-006,Colombia,2024-09-05,2024-11-04,924925.35,2024-11-17,paid
INV-CO-B2B-006-2024-10,CO-B2B-006,Colombia,2024-10-05,2024-12-04,882859.14,2024-12-04,paid
INV-CO-B2B-006-2024-11,CO-B2B-006,Colombia,2024-11-05,2025-01-04,907722.38,2025-01-08,paid
INV-CO-B2B-006-2024-12,CO-B2B-006,Colombia,2024-12-05,2025-02-03,927121.58,2025-02-03,paid
INV-CO-B2B-006-2025-01,CO-B2B-006,Colombia,2025-01-05,2025-03-06,915958.07,2025-03-08,paid
INV-CO-B2B-006-2025-02,CO-B2B-006,Colombia,2025-02-05,2025-04-06,983698.17,2025-04-21,paid
INV-CO-B2B-006-2025-03,CO-B2B-006,Colombia,2025-03-05,2025-05-04,931161.31,2025-05-08,paid
INV-CO-B2B-006-2025-04,CO-B2B-006,Colombia,2025-04-05,2025-06-04,919822.13,2025-06-04,paid
INV-CO-B2B-006-2025-05,CO-B2B-006,Colombia,2025-05-05,2025-07-04,941358.15,2025-07-05,paid
INV-CO-B2B-006-2025-06,CO-B2B-006,Colombia,2025-06-05,2025-08-04,944316.27,2025-08-04,paid
INV-CO-B2B-006-2025-07,CO-B2B-006,Colombia,2025-07-05,2025-09-03,933943.13,2025-09-10,paid
INV-CO-B2B-006-2025-08,CO-B2B-006,Colombia,2025-08-05,2025-10-04,957644.0,2025-10-12,paid
INV-CO-B2B-006-2025-09,CO-B2B-006,Colombia,2025-09-05,2025-11-04,928192.38,2025-11-14,paid
INV-CO-B2B-006-2025-10,CO-B2B-006,Colombia,2025-10-05,2025-12-04,940245.9,2025-12-13,paid
INV-CO-B2B-006-2025-11,CO-B2B-006,Colombia,2025-11-05,2026-01-04,957599.64,2026-01-04,paid
INV-CO-B2B-006-2025-12,CO-B2B-006,Colombia,2025-12-05,2026-02-03,954144.84,2026-02-11,paid
INV-CO-B2B-006-2026-01,CO-B2B-006,Colombia,2026-01-05,2026-03-06,974471.84,2026-03-11,paid
INV-CO-B2B-006-2026-02,CO-B2B-006,Colombia,2026-02-05,2026-04-06,995025.9,2026-04-17,paid
INV-CO-B2B-006-2026-03,CO-B2B-006,Colombia,2026-03-05,2026-05-04,962464.32,2026-05-14,paid
INV-CO-B2B-006-2026-04,CO-B2B-006,Colombia,2026-04-05,2026-06-04,1008080.01,2026-06-20,paid
INV-CO-B2B-006-2026-05,CO-B2B-006,Colombia,2026-05-05,2026-07-04,948672.69,2026-07-05,open
INV-CO-B2B-006-2026-06,CO-B2B-006,Colombia,2026-06-05,2026-08-04,1004072.08,2026-08-05,open
INV-CO-B2B-007-2024-01,CO-B2B-007,Colombia,2024-01-05,2024-02-04,777660.17,2024-02-08,paid
INV-CO-B2B-007-2024-02,CO-B2B-007,Colombia,2024-02-05,2024-03-06,807256.83,2024-03-11,paid
INV-CO-B2B-007-2024-03,CO-B2B-007,Colombia,2024-03-05,2024-04-04,792127.96,2024-04-07,paid
INV-CO-B2B-007-2024-04,CO-B2B-007,Colombia,2024-04-05,2024-05-05,793127.79,2024-05-07,paid
INV-CO-B2B-007-2024-05,CO-B2B-007,Colombia,2024-05-05,2024-06-04,844175.69,2024-06-11,paid
INV-CO-B2B-007-2024-06,CO-B2B-007,Colombia,2024-06-05,2024-07-05,823003.16,2024-07-09,paid
INV-CO-B2B-007-2024-07,CO-B2B-007,Colombia,2024-07-05,2024-08-04,807548.08,2024-08-06,paid
INV-CO-B2B-007-2024-08,CO-B2B-007,Colombia,2024-08-05,2024-09-04,770611.57,2024-09-04,paid
INV-CO-B2B-007-2024-09,CO-B2B-007,Colombia,2024-09-05,2024-10-05,785643.5,2024-10-05,paid
INV-CO-B2B-007-2024-10,CO-B2B-007,Colombia,2024-10-05,2024-11-04,797359.14,2024-11-17,paid
INV-CO-B2B-007-2024-11,CO-B2B-007,Colombia,2024-11-05,2024-12-05,817965.8,2024-12-17,paid
INV-CO-B2B-007-2024-12,CO-B2B-007,Colombia,2024-12-05,2025-01-04,827513.8,2025-01-14,paid
INV-CO-B2B-007-2025-01,CO-B2B-007,Colombia,2025-01-05,2025-02-04,808099.4,2025-02-13,paid
INV-CO-B2B-007-2025-02,CO-B2B-007,Colombia,2025-02-05,2025-03-07,836958.24,2025-03-10,paid
INV-CO-B2B-007-2025-03,CO-B2B-007,Colombia,2025-03-05,2025-04-04,836216.53,2025-04-13,paid
INV-CO-B2B-007-2025-04,CO-B2B-007,Colombia,2025-04-05,2025-05-05,819916.58,2025-05-05,paid
INV-CO-B2B-007-2025-05,CO-B2B-007,Colombia,2025-05-05,2025-06-04,811600.29,2025-06-10,paid
INV-CO-B2B-007-2025-06,CO-B2B-007,Colombia,2025-06-05,2025-07-05,838594.78,2025-07-07,paid
INV-CO-B2B-007-2025-07,CO-B2B-007,Colombia,2025-07-05,2025-08-04,835655.13,2025-08-13,paid
INV-CO-B2B-007-2025-08,CO-B2B-007,Colombia,2025-08-05,2025-09-04,847715.42,2025-09-18,paid
INV-CO-B2B-007-2025-09,CO-B2B-007,Colombia,2025-09-05,2025-10-05,861106.06,2025-10-06,paid
INV-CO-B2B-007-2025-10,CO-B2B-007,Colombia,2025-10-05,2025-11-04,870307.56,2025-11-07,paid
INV-CO-B2B-007-2025-11,CO-B2B-007,Colombia,2025-11-05,2025-12-05,861408.87,2025-12-11,paid
INV-CO-B2B-007-2025-12,CO-B2B-007,Colombia,2025-12-05,2026-01-04,838760.92,2026-01-04,paid
INV-CO-B2B-007-2026-01,CO-B2B-007,Colombia,2026-01-05,2026-02-04,844913.53,2026-02-04,paid
INV-CO-B2B-007-2026-02,CO-B2B-007,Colombia,2026-02-05,2026-03-07,866540.15,2026-03-21,paid
INV-CO-B2B-007-2026-03,CO-B2B-007,Colombia,2026-03-05,2026-04-04,838589.34,2026-04-12,paid
INV-CO-B2B-007-2026-04,CO-B2B-007,Colombia,2026-04-05,2026-05-05,841889.18,2026-05-08,paid
INV-CO-B2B-007-2026-05,CO-B2B-007,Colombia,2026-05-05,2026-06-04,869695.36,2026-06-10,paid
INV-CO-B2B-007-2026-06,CO-B2B-007,Colombia,2026-06-05,2026-07-05,888862.84,2026-07-09,open
INV-CO-B2B-008-2024-01,CO-B2B-008,Colombia,2024-01-05,2024-02-19,728854.86,2024-02-25,paid
INV-CO-B2B-008-2024-02,CO-B2B-008,Colombia,2024-02-05,2024-03-21,727708.34,2024-03-25,paid
INV-CO-B2B-008-2024-03,CO-B2B-008,Colombia,2024-03-05,2024-04-19,717297.35,2024-04-24,paid
INV-CO-B2B-008-2024-04,CO-B2B-008,Colombia,2024-04-05,2024-05-20,707867.83,2024-05-29,paid
INV-CO-B2B-008-2024-05,CO-B2B-008,Colombia,2024-05-05,2024-06-19,731048.93,2024-06-28,paid
INV-CO-B2B-008-2024-06,CO-B2B-008,Colombia,2024-06-05,2024-07-20,745989.56,2024-08-02,paid
INV-CO-B2B-008-2024-07,CO-B2B-008,Colombia,2024-07-05,2024-08-19,719797.76,2024-08-27,paid
INV-CO-B2B-008-2024-08,CO-B2B-008,Colombia,2024-08-05,2024-09-19,718017.57,2024-09-25,paid
INV-CO-B2B-008-2024-09,CO-B2B-008,Colombia,2024-09-05,2024-10-20,720156.06,2024-11-03,paid
INV-CO-B2B-008-2024-10,CO-B2B-008,Colombia,2024-10-05,2024-11-19,736002.69,2024-11-24,paid
INV-CO-B2B-008-2024-11,CO-B2B-008,Colombia,2024-11-05,2024-12-20,750191.92,2024-12-20,paid
INV-CO-B2B-008-2024-12,CO-B2B-008,Colombia,2024-12-05,2025-01-19,705334.05,2025-01-29,paid
INV-CO-B2B-008-2025-01,CO-B2B-008,Colombia,2025-01-05,2025-02-19,737053.01,2025-02-26,paid
INV-CO-B2B-008-2025-02,CO-B2B-008,Colombia,2025-02-05,2025-03-22,718682.31,2025-03-28,paid
INV-CO-B2B-008-2025-03,CO-B2B-008,Colombia,2025-03-05,2025-04-19,770095.4,2025-04-29,paid
INV-CO-B2B-008-2025-04,CO-B2B-008,Colombia,2025-04-05,2025-05-20,744218.91,2025-05-24,paid
INV-CO-B2B-008-2025-05,CO-B2B-008,Colombia,2025-05-05,2025-06-19,737706.85,2025-06-19,paid
INV-CO-B2B-008-2025-06,CO-B2B-008,Colombia,2025-06-05,2025-07-20,749261.21,2025-07-30,paid
INV-CO-B2B-008-2025-07,CO-B2B-008,Colombia,2025-07-05,2025-08-19,724092.65,2025-08-22,paid
INV-CO-B2B-008-2025-08,CO-B2B-008,Colombia,2025-08-05,2025-09-19,731999.13,2025-09-20,paid
INV-CO-B2B-008-2025-09,CO-B2B-008,Colombia,2025-09-05,2025-10-20,751818.64,2025-10-20,paid
INV-CO-B2B-008-2025-10,CO-B2B-008,Colombia,2025-10-05,2025-11-19,762199.08,2025-11-29,paid
INV-CO-B2B-008-2025-11,CO-B2B-008,Colombia,2025-11-05,2025-12-20,750993.66,2025-12-20,paid
INV-CO-B2B-008-2025-12,CO-B2B-008,Colombia,2025-12-05,2026-01-19,741731.83,2026-01-31,paid
INV-CO-B2B-008-2026-01,CO-B2B-008,Colombia,2026-01-05,2026-02-19,717557.53,2026-02-23,paid
INV-CO-B2B-008-2026-02,CO-B2B-008,Colombia,2026-02-05,2026-03-22,742713.14,2026-04-01,paid
INV-CO-B2B-008-2026-03,CO-B2B-008,Colombia,2026-03-05,2026-04-19,752126.48,2026-04-27,paid
INV-CO-B2B-008-2026-04,CO-B2B-008,Colombia,2026-04-05,2026-05-20,772948.84,2026-06-04,paid
INV-CO-B2B-008-2026-05,CO-B2B-008,Colombia,2026-05-05,2026-06-19,763063.84,2026-06-27,paid
INV-CO-B2B-008-2026-06,CO-B2B-008,Colombia,2026-06-05,2026-07-20,745605.25,2026-08-01,open
INV-CO-B2B-009-2024-01,CO-B2B-009,Colombia,2024-01-05,2024-03-05,637323.2,2024-03-08,paid
INV-CO-B2B-009-2024-02,CO-B2B-009,Colombia,2024-02-05,2024-04-05,648420.25,2024-04-05,paid
INV-CO-B2B-009-2024-03,CO-B2B-009,Colombia,2024-03-05,2024-05-04,653312.94,2024-05-15,paid
INV-CO-B2B-009-2024-04,CO-B2B-009,Colombia,2024-04-05,2024-06-04,655787.24,2024-06-04,paid
INV-CO-B2B-009-2024-05,CO-B2B-009,Colombia,2024-05-05,2024-07-04,651969.92,2024-07-14,paid
INV-CO-B2B-009-2024-06,CO-B2B-009,Colombia,2024-06-05,2024-08-04,631066.8,2024-08-05,paid
INV-CO-B2B-009-2024-07,CO-B2B-009,Colombia,2024-07-05,2024-09-03,668475.16,2024-09-10,paid
INV-CO-B2B-009-2024-08,CO-B2B-009,Colombia,2024-08-05,2024-10-04,663948.56,2024-10-19,paid
INV-CO-B2B-009-2024-09,CO-B2B-009,Colombia,2024-09-05,2024-11-04,666362.08,2024-11-13,paid
INV-CO-B2B-009-2024-10,CO-B2B-009,Colombia,2024-10-05,2024-12-04,698666.78,2024-12-09,paid
INV-CO-B2B-009-2024-11,CO-B2B-009,Colombia,2024-11-05,2025-01-04,652948.48,2025-01-12,paid
INV-CO-B2B-009-2024-12,CO-B2B-009,Colombia,2024-12-05,2025-02-03,670975.48,2025-02-06,paid
INV-CO-B2B-009-2025-01,CO-B2B-009,Colombia,2025-01-05,2025-03-06,653146.67,2025-03-24,paid
INV-CO-B2B-009-2025-02,CO-B2B-009,Colombia,2025-02-05,2025-04-06,672823.74,2025-04-08,paid
INV-CO-B2B-009-2025-03,CO-B2B-009,Colombia,2025-03-05,2025-05-04,682499.65,2025-05-09,paid
INV-CO-B2B-009-2025-04,CO-B2B-009,Colombia,2025-04-05,2025-06-04,668397.24,2025-06-13,paid
INV-CO-B2B-009-2025-05,CO-B2B-009,Colombia,2025-05-05,2025-07-04,656287.87,2025-07-12,paid
INV-CO-B2B-009-2025-06,CO-B2B-009,Colombia,2025-06-05,2025-08-04,701480.53,2025-08-12,paid
INV-CO-B2B-009-2025-07,CO-B2B-009,Colombia,2025-07-05,2025-09-03,671763.73,2025-09-06,paid
INV-CO-B2B-009-2025-08,CO-B2B-009,Colombia,2025-08-05,2025-10-04,672983.63,2025-10-09,paid
INV-CO-B2B-009-2025-09,CO-B2B-009,Colombia,2025-09-05,2025-11-04,675105.22,2025-11-15,paid
INV-CO-B2B-009-2025-10,CO-B2B-009,Colombia,2025-10-05,2025-12-04,658692.88,2025-12-14,paid
INV-CO-B2B-009-2025-11,CO-B2B-009,Colombia,2025-11-05,2026-01-04,678459.46,2026-01-12,paid
